bits,  st_st0,  st_st1,  st_st10,  st_st11,  st_st12,  st_st13,  st_st14,  st_st15,  st_st16,  st_st17,  st_st18,  st_st19,  st_st2,  st_st20,  st_st21,  st_st22,  st_st23,  st_st24,  st_st25,  st_st26,  st_st27,  st_st28,  st_st29,  st_st3,  st_st4,  st_st5,  st_st6,  st_st7,  st_st8,  st_st9, 
 15, 0b010000001010111, 0b010000010011110, 0b010100001001101, 0b111000001000101, 0b010010000011101, 0b000010010010111, 0b010100010010011, 0b010110001010001, 0b010000101110001, 0b010000001111010, 0b011000001110001, 0b000000011111001, 0b010001001011100, 0b011000011110000, 0b000000011110110, 0b010110000000111, 0b000100000011111, 0b010100100001110, 0b010000010001111, 0b010100010010101, 0b010000011011100, 0b010101000000111, 0b000101000010111, 0b000100001011110, 0b100000101010110, 0b001000100011110, 0b110100000010110, 0b010001000110110, 0b010001000011011, 0b010000000101111, 
 14,  13013,  12903,  10957,  14949,  14789,  14577,  10461,  11736,  12764,  12743,  14820,  15252,  12979,  10455,  14580,  14556,  16068,  11956,  10486,  14228,  11220,  14940,  12519,  12973,  9895,  13041,  13191,  12943,  12383,  9053, 
 14, 0b11001011010101, 0b11001001100111, 0b10101011001101, 0b11101001100101, 0b11100111000101, 0b11100011110001, 0b10100011011101, 0b10110111011000, 0b11000111011100, 0b11000111000111, 0b11100111100100, 0b11101110010100, 0b11001010110011, 0b10100011010111, 0b11100011110100, 0b11100011011100, 0b11111011000100, 0b10111010110100, 0b10100011110110, 0b11011110010100, 0b10101111010100, 0b11101001011100, 0b11000011100111, 0b11001010101101, 0b10011010100111, 0b11001011110001, 0b11001110000111, 0b11001010001111, 0b11000001011111, 0b10001101011101, 
 13,  959,  3023,  4859,  1531,  2035,  3771,  6074,  1981,  3871,  3515,  7672,  7486,  2558,  7851,  3899,  5947,  1663,  6012,  5751,  6271,  1279,  6839,  4575,  2813,  2013,  4076,  5101,  5116,  767,  3647, 
 13, 0b0001110111111, 0b0101111001111, 0b1001011111011, 0b0010111111011, 0b0011111110011, 0b0111010111011, 0b1011110111010, 0b0011110111101, 0b0111100011111, 0b0110110111011, 0b1110111111000, 0b1110100111110, 0b0100111111110, 0b1111010101011, 0b0111100111011, 0b1011100111011, 0b0011001111111, 0b1011101111100, 0b1011001110111, 0b1100001111111, 0b0010011111111, 0b1101010110111, 0b1000111011111, 0b0101011111101, 0b0011111011101, 0b0111111101100, 0b1001111101101, 0b1001111111100, 0b0001011111111, 0b0111000111111, 
 12,  209,  90,  658,  1553,  163,  1200,  402,  368,  51,  2145,  2256,  154,  2067,  2098,  688,  561,  645,  147,  674,  1164,  1665,  450,  452,  2224,  420,  408,  226,  2448,  848,  275, 
 12, 0b000011010001, 0b000001011010, 0b001010010010, 0b011000010001, 0b000010100011, 0b010010110000, 0b000110010010, 0b000101110000, 0b000000110011, 0b100001100001, 0b100011010000, 0b000010011010, 0b100000010011, 0b100000110010, 0b001010110000, 0b001000110001, 0b001010000101, 0b000010010011, 0b001010100010, 0b010010001100, 0b011010000001, 0b000111000010, 0b000111000100, 0b100010110000, 0b000110100100, 0b000110011000, 0b000011100010, 0b100110010000, 0b001101010000, 0b000100010011, 
 11,  831,  999,  1719,  1661,  255,  1470,  1949,  2036,  1977,  989,  1916,  1839,  507,  955,  1005,  1662,  1014,  1895,  1883,  1991,  1011,  1013,  1943,  765,  1997,  1743,  735,  759,  1526,  1959, 
 11, 0b01100111111, 0b01111100111, 0b11010110111, 0b11001111101, 0b00011111111, 0b10110111110, 0b11110011101, 0b11111110100, 0b11110111001, 0b01111011101, 0b11101111100, 0b11100101111, 0b00111111011, 0b01110111011, 0b01111101101, 0b11001111110, 0b01111110110, 0b11101100111, 0b11101011011, 0b11111000111, 0b01111110011, 0b01111110101, 0b11110010111, 0b01011111101, 0b11111001101, 0b11011001111, 0b01011011111, 0b01011110111, 0b10111110110, 0b11110100111, 
 10,  289,  328,  38,  560,  386,  133,  521,  97,  548,  162,  7,  148,  608,  44,  50,  168,  268,  42,  49,  88,  67,  104,  546,  81,  224,  13,  577,  176,  648,  11, 
 10, 0b0100100001, 0b0101001000, 0b0000100110, 0b1000110000, 0b0110000010, 0b0010000101, 0b1000001001, 0b0001100001, 0b1000100100, 0b0010100010, 0b0000000111, 0b0010010100, 0b1001100000, 0b0000101100, 0b0000110010, 0b0010101000, 0b0100001100, 0b0000101010, 0b0000110001, 0b0001011000, 0b0001000011, 0b0001101000, 0b1000100010, 0b0001010001, 0b0011100000, 0b0000001101, 0b1001000001, 0b0010110000, 0b1010001000, 0b0000001011, 
 9,  161,  21,  146,  140,  56,  100,  194,  388,  7,  196,  67,  289,  112,  292,  386,  38,  11,  274,  296,  322,  273,  81,  52,  73,  37,  35,  134,  290,  41,  98, 
 9, 0b010100001, 0b000010101, 0b010010010, 0b010001100, 0b000111000, 0b001100100, 0b011000010, 0b110000100, 0b000000111, 0b011000100, 0b001000011, 0b100100001, 0b001110000, 0b100100100, 0b110000010, 0b000100110, 0b000001011, 0b100010010, 0b100101000, 0b101000010, 0b100010001, 0b001010001, 0b000110100, 0b001001001, 0b000100101, 0b000100011, 0b010000110, 0b100100010, 0b000101001, 0b001100010, 
 8,  178,  30,  39,  172,  27,  202,  135,  170,  57,  139,  29,  216,  120,  51,  169,  60,  149,  113,  77,  15,  195,  116,  53,  228,  184,  45,  212,  43,  71,  209, 
 8, 0b10110010, 0b00011110, 0b00100111, 0b10101100, 0b00011011, 0b11001010, 0b10000111, 0b10101010, 0b00111001, 0b10001011, 0b00011101, 0b11011000, 0b01111000, 0b00110011, 0b10101001, 0b00111100, 0b10010101, 0b01110001, 0b01001101, 0b00001111, 0b11000011, 0b01110100, 0b00110101, 0b11100100, 0b10111000, 0b00101101, 0b11010100, 0b00101011, 0b01000111, 0b11010001, 
